"","Sample.name","Sex","Biosample.ID","Population.code","Population.name","Superpopulation.code","Superpopulation.name","Population.elastic.ID","Data.collections"
"809","HG03686","male","SAME1840335","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"876","HG03692","female","SAME1840371","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"811","HG03693","male","SAME1840372","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"836","HG03697","male","SAME1840137","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"813","HG03698","female","SAME1840145","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"840","HG03705","male","SAME1840051","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"781","HG03706","female","SAME1839758","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"783","HG03713","male","SAME1839807","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"842","HG03717","female","SAME1839831","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"785","HG03718","male","SAME1839834","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"787","HG03720","male","SAME1839562","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"878","HG03729","male","SAME1839701","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"880","HG03731","female","SAME1839372","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"882","HG03736","female","SAME1839389","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"884","HG03743","male","SAME1839261","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"755","HG03744","male","SAME1839265","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"886","HG03750","male","SAME1839309","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"844","HG03755","male","SAME1839074","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"757","HG03756","female","SAME1839080","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"846","HG03762","female","SAME1839119","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"848","HG03767","male","SAME1839141","PJL","Punjabi","SAS","South Asian Ancestry","PJL","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"803","HG03770","female","SAME1840388","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"850","HG03774","female","SAME1840408","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"805","HG03775","male","SAME1840413","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"812","HG03779","male","SAME1840351","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"814","HG03781","female","SAME1840117","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"807","HG03782","female","SAME1840119","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"816","HG03786","male","SAME1840218","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"743","HG03787","female","SAME1840224","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"818","HG03793","female","SAME1839915","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"749","HG03802","female","SAME1839608","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"817","HG03814","female","SAME1839411","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"819","HG03821","male","SAME1839449","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"821","HG03826","female","SAME1839465","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"824","HG03832","female","SAME1839353","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"823","HG03833","male","SAME1839356","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"826","HG03837","male","SAME1839291","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"791","HG03838","female","SAME1839297","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"828","HG03844","male","SAME1839166","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"830","HG03849","female","SAME1839190","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"832","HG03851","male","SAME1840272","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"834","HG03856","male","SAME1840291","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"797","HG03857","female","SAME1840294","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"858","HG03863","female","SAME1840162","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"799","HG03864","male","SAME1840170","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"860","HG03868","female","SAME1840097","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"759","HG03869","male","SAME1840104","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"862","HG03870","male","SAME1840196","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"761","HG03871","male","SAME1840200","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"864","HG03875","male","SAME1839965","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"866","HG03882","female","SAME1839999","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"868","HG03887","male","SAME1840028","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"765","HG03888","female","SAME1840039","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"767","HG03890","male","SAME1839864","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"922","HG03894","female","SAME1839885","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"769","HG03895","female","SAME1839888","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"924","HG03899","male","SAME1839814","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"926","HG03902","male","SAME1839484","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"928","HG03907","female","SAME1839517","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"851","HG03908","male","SAME1839522","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"853","HG03910","female","SAME1839205","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"930","HG03914","male","SAME1839224","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"958","HG03919","female","SAME1839329","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"857","HG03922","female","SAME1839103","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"960","HG03926","male","SAME1839033","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"903","HG03934","female","SAME1840318","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"962","HG03940","female","SAME1840346","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"907","HG03941","male","SAME1840353","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"964","HG03945","female","SAME1840369","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"869","HG03953","male","SAME1840252","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"871","HG03960","male","SAME1839945","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"873","HG03965","male","SAME1840063","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"966","HG03969","male","SAME1840082","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"968","HG03971","male","SAME1839718","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"970","HG03976","male","SAME1839739","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"877","HG03977","female","SAME1839746","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"879","HG03989","female","SAME1839532","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"910","HG03990","male","SAME1839637","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"881","HG03991","male","SAME1839640","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"912","HG03995","female","SAME1839395","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"914","HG04001","female","SAME1839752","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"883","HG04002","male","SAME1839769","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"916","HG04006","male","SAME1839787","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"885","HG04014","female","SAME1839844","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"918","HG04018","female","SAME1839565","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"887","HG04019","male","SAME1839572","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"920","HG04020","male","SAME1839685","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"972","HG04025","female","SAME1839614","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"889","HG04026","female","SAME1839622","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"891","HG04033","male","SAME1839466","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"909","HG04038","female","SAME1839499","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"976","HG04056","male","SAME1839102","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"894","HG04063","female","SAME1839155","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"896","HG04070","female","SAME1840411","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"898","HG04075","female","SAME1840359","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"825","HG04076","female","SAME1840358","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"827","HG04090","female","SAME1839927","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"900","HG04094","male","SAME1839953","ITU","Telugu","SAS","South Asian Ancestry","ITU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"902","HG04099","female","SAME1840065","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"904","HG04107","male","SAME1839660","STU","Tamil","SAS","South Asian Ancestry","STU","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"835","HG04134","male","SAME1839303","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"952","HG04140","male","SAME1839173","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"859","HG04141","female","SAME1839178","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"861","HG04146","male","SAME1839108","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"954","HG04152","male","SAME1840300","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"863","HG04153","female","SAME1840299","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"865","HG04158","male","SAME1840400","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"940","HG04164","male","SAME1840102","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"942","HG04171","female","SAME1839968","BEB","Bengali","SAS","South Asian Ancestry","BEB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
